ID,TEXT,EVENT_TYPE,EVENT_GROUP,SENTIMENT_VALENCE,EMOTION,SARCASM,TENSE,CERTAINTY,GENERATED
evt_003898,Sometimes I forget what it feels like to hold someone's hand.,long_distance_relationship,relationship,0.2,sadness,FALSE,present,0.7,TRUE
evt_003899,Our relationship exists entirely in pixels and promises.,long_distance_relationship,relationship,0.5,neutral,FALSE,present,0.8,TRUE
evt_003900,Distance taught us to love with our minds before our bodies.,long_distance_relationship,relationship,0.8,gratitude,FALSE,past,0.8,TRUE
evt_003901,He convinced me that nobody else would ever love me the way he does.,relationship_abuse,relationship,0.2,sadness,FALSE,past,0.8,TRUE
evt_003902,I finally left after three years of walking on eggshells.,relationship_abuse,relationship,0.7,relief,FALSE,past,0.9,TRUE
evt_003903,She controls all our money and I can't even buy coffee without asking.,relationship_abuse,relationship,0.2,frustration,FALSE,present,0.9,TRUE
evt_003904,My therapist helped me realize that love shouldn't hurt this much.,relationship_abuse,relationship,0.6,hope,FALSE,past,0.8,TRUE
evt_003905,I'm scared to tell anyone what really happens behind closed doors.,relationship_abuse,relationship,0.1,fear,FALSE,present,0.8,TRUE
evt_003906,He goes through my phone and gets angry if I talk to male coworkers.,relationship_abuse,relationship,0.2,anxiety,FALSE,present,0.9,TRUE
evt_003907,I keep making excuses for her behavior but I know it's not normal.,relationship_abuse,relationship,0.3,confusion,FALSE,present,0.6,TRUE
evt_003908,It's been two years since I escaped and I'm finally sleeping through the night.,relationship_abuse,relationship,0.8,relief,FALSE,present,0.9,TRUE
evt_003909,My friends don't understand why I can't just leave.,relationship_abuse,relationship,0.2,frustration,FALSE,present,0.8,TRUE
evt_003910,She threatened to out me to my family if I ever tried to leave.,relationship_abuse,relationship,0.1,fear,FALSE,past,0.9,TRUE
evt_003911,I thought it was my fault for making him angry all the time.,relationship_abuse,relationship,0.2,guilt,FALSE,past,0.7,TRUE
evt_003912,He isolates me from my family and calls them toxic.,relationship_abuse,relationship,0.2,sadness,FALSE,present,0.8,TRUE
evt_003913,The bruises heal but the words still echo in my head.,relationship_abuse,relationship,0.1,sadness,FALSE,present,0.9,TRUE
evt_003914,I didn't realize emotional abuse was still abuse until therapy.,relationship_abuse,relationship,0.5,confusion,FALSE,past,0.8,TRUE
evt_003915,She makes me feel crazy for remembering things differently than her version.,relationship_abuse,relationship,0.2,confusion,FALSE,present,0.7,TRUE
evt_003916,I'm ashamed that I stayed as long as I did.,relationship_abuse,relationship,0.2,shame,FALSE,present,0.8,TRUE
evt_003917,My teenage daughter is dating someone who reminds me of my ex.,relationship_abuse,relationship,0.2,fear,FALSE,present,0.7,TRUE
evt_003918,He promised he would change but the cycle just keeps repeating.,relationship_abuse,relationship,0.2,frustration,FALSE,present,0.8,TRUE
evt_003919,I lost myself completely trying to be what she wanted.,relationship_abuse,relationship,0.2,sadness,FALSE,past,0.8,TRUE
evt_003920,The police said it was just a domestic dispute and left.,relationship_abuse,relationship,0.1,anger,FALSE,past,0.9,TRUE
evt_003921,I'm learning to trust my own memory again.,relationship_abuse,relationship,0.7,hope,FALSE,present,0.8,TRUE
evt_003922,He tracks my location and shows up places I didn't tell him about.,relationship_abuse,relationship,0.1,fear,FALSE,present,0.9,TRUE
evt_003923,I flinch when people raise their voice even years later.,relationship_abuse,relationship,0.2,anxiety,FALSE,present,0.9,TRUE
evt_003924,She threw my prescription medication away during an argument.,relationship_abuse,relationship,0.1,anger,FALSE,past,0.9,TRUE
evt_003925,I'm documenting everything now in case I need proof later.,relationship_abuse,relationship,0.4,neutral,FALSE,present,0.8,TRUE
evt_003926,My coworkers started noticing I was always making excuses for injuries.,relationship_abuse,relationship,0.3,shame,FALSE,past,0.8,TRUE
evt_003927,He destroyed my artwork because he said I spent too much time on it.,relationship_abuse,relationship,0.1,sadness,FALSE,past,0.9,TRUE
evt_003928,I'm finally in a healthy relationship and learning what love actually feels like.,relationship_abuse,relationship,0.8,gratitude,FALSE,present,0.8,TRUE
evt_003929,She would withhold affection as punishment when I disagreed with her.,relationship_abuse,relationship,0.2,sadness,FALSE,past,0.8,TRUE
evt_003930,I don't know if I can trust my judgment about partners anymore.,relationship_abuse,relationship,0.3,confusion,FALSE,present,0.5,TRUE
evt_003931,The restraining order was the best decision I ever made.,relationship_abuse,relationship,0.8,relief,FALSE,past,0.9,TRUE
evt_003932,He would apologize with expensive gifts but nothing ever changed.,relationship_abuse,relationship,0.2,frustration,FALSE,past,0.8,TRUE
evt_003933,I started recording our conversations because I doubted my own memory.,relationship_abuse,relationship,0.3,confusion,FALSE,past,0.8,TRUE
evt_003934,She threatened to hurt herself if I ever left.,relationship_abuse,relationship,0.1,fear,FALSE,past,0.9,TRUE
evt_003935,I'm slowly rebuilding the friendships I lost because of him.,relationship_abuse,relationship,0.7,hope,FALSE,present,0.8,TRUE
evt_003936,My family keeps asking why I don't just leave like it's that simple.,relationship_abuse,relationship,0.2,frustration,FALSE,present,0.8,TRUE
evt_003937,He convinced me that my depression was making me imagine things.,relationship_abuse,relationship,0.2,confusion,FALSE,past,0.7,TRUE
evt_003938,I hide money in small amounts because she monitors our accounts.,relationship_abuse,relationship,0.3,fear,FALSE,present,0.8,TRUE
evt_003939,The shelter helped me understand that it wasn't my fault.,relationship_abuse,relationship,0.7,relief,FALSE,past,0.8,TRUE
evt_003940,I wake up in panic attacks thinking I'm still there.,relationship_abuse,relationship,0.1,anxiety,FALSE,present,0.8,TRUE
evt_003941,She deleted my social media accounts during one of her episodes.,relationship_abuse,relationship,0.2,anger,FALSE,past,0.9,TRUE
evt_003942,I'm learning to say no without explaining myself constantly.,relationship_abuse,relationship,0.6,pride,FALSE,present,0.7,TRUE
evt_003943,He would give me the silent treatment for days over minor things.,relationship_abuse,relationship,0.2,sadness,FALSE,past,0.8,TRUE
evt_003944,I finally told my doctor about the injuries and she believed me.,relationship_abuse,relationship,0.7,relief,FALSE,past,0.9,TRUE
evt_003945,I can't afford to leave because I gave up my career for the relationship.,relationship_abuse,relationship,0.2,frustration,FALSE,present,0.8,TRUE
evt_003946,She turned my children against me by telling them lies.,relationship_abuse,relationship,0.1,sadness,FALSE,past,0.8,TRUE
evt_003947,I'm proud of myself for recognizing the red flags this time.,relationship_abuse,relationship,0.8,pride,FALSE,present,0.8,TRUE
evt_003948,He would break things when angry but never touch me directly.,relationship_abuse,relationship,0.2,fear,FALSE,past,0.8,TRUE
evt_003949,I didn't know men could be victims too until it happened to me.,relationship_abuse,relationship,0.4,confusion,FALSE,past,0.7,TRUE
evt_003950,The hotline counselor saved my life that night.,relationship_abuse,relationship,0.8,gratitude,FALSE,past,0.9,TRUE
evt_003951,She would threaten to take away my visa status if I disobeyed.,relationship_abuse,relationship,0.1,fear,FALSE,past,0.9,TRUE
evt_003952,I'm working with a lawyer to regain access to my children.,relationship_abuse,relationship,0.6,hope,FALSE,present,0.8,TRUE
evt_003953,He would withhold medication from our disabled child as punishment.,relationship_abuse,relationship,0,anger,FALSE,past,0.9,TRUE
evt_003954,I realized I was teaching my kids that this was what love looked like.,relationship_abuse,relationship,0.3,shock,FALSE,past,0.8,TRUE
evt_003955,I keep my phone hidden because she checks my messages constantly.,relationship_abuse,relationship,0.2,anxiety,FALSE,present,0.8,TRUE
evt_003956,The support group made me feel less alone for the first time in years.,relationship_abuse,relationship,0.7,relief,FALSE,past,0.8,TRUE
evt_003957,He would drive recklessly to scare me when I tried to argue.,relationship_abuse,relationship,0.1,fear,FALSE,past,0.8,TRUE
evt_003958,I'm learning to trust my gut feelings again after years of doubt.,relationship_abuse,relationship,0.7,hope,FALSE,present,0.7,TRUE
evt_003959,She made me quit my job because she said my boss was flirting with me.,relationship_abuse,relationship,0.2,frustration,FALSE,past,0.8,TRUE
evt_003960,I still apologize excessively even though I'm safe now.,relationship_abuse,relationship,0.4,anxiety,FALSE,present,0.8,TRUE
evt_003961,My teen thinks the way their dad treats me is normal.,relationship_abuse,relationship,0.2,fear,FALSE,present,0.7,TRUE
evt_003962,He would punch walls right next to my head during arguments.,relationship_abuse,relationship,0.1,fear,FALSE,past,0.9,TRUE
evt_003963,I finally changed the locks after months of planning my escape.,relationship_abuse,relationship,0.8,relief,FALSE,past,0.9,TRUE
evt_003964,She told everyone I was mentally ill when I tried to get help.,relationship_abuse,relationship,0.1,anger,FALSE,past,0.8,TRUE
evt_003965,I'm slowly learning what healthy boundaries look like.,relationship_abuse,relationship,0.7,hope,FALSE,present,0.7,TRUE
evt_003966,He would sabotage my car when I tried to visit friends.,relationship_abuse,relationship,0.2,frustration,FALSE,past,0.8,TRUE
evt_003967,The judge believed my testimony and granted the protection order.,relationship_abuse,relationship,0.8,relief,FALSE,past,0.9,TRUE
evt_003968,I'm afraid to date again because I don't trust my judgment.,relationship_abuse,relationship,0.3,fear,FALSE,present,0.7,TRUE
evt_003969,She would threaten suicide every time I mentioned being unhappy.,relationship_abuse,relationship,0.1,fear,FALSE,past,0.8,TRUE
evt_003970,My new partner is patient with my triggers and trauma responses.,relationship_abuse,relationship,0.8,gratitude,FALSE,present,0.8,TRUE
evt_003971,He called my boss to get me fired when I threatened to leave.,relationship_abuse,relationship,0.1,anger,FALSE,past,0.9,TRUE
evt_003972,I keep a bag packed just in case I need to leave quickly.,relationship_abuse,relationship,0.3,anxiety,FALSE,present,0.8,TRUE
evt_003973,The therapy has helped me understand that I deserved better.,relationship_abuse,relationship,0.7,gratitude,FALSE,present,0.8,TRUE
evt_003974,She would hide my medication when she was angry with me.,relationship_abuse,relationship,0.1,anger,FALSE,past,0.9,TRUE
evt_003975,I'm working on forgiving myself for staying as long as I did.,relationship_abuse,relationship,0.6,hope,FALSE,present,0.7,TRUE
evt_003976,He would check my mileage to make sure I went where I said I did.,relationship_abuse,relationship,0.2,frustration,FALSE,past,0.8,TRUE
evt_003977,Nobody believed me because she was so charming in public.,relationship_abuse,relationship,0.2,frustration,FALSE,past,0.8,TRUE
evt_003978,I can sleep without checking the locks three times now.,relationship_abuse,relationship,0.7,relief,FALSE,present,0.8,TRUE
evt_003979,He threw my graduation diploma away because he said college made me uppity.,relationship_abuse,relationship,0.1,sadness,FALSE,past,0.9,TRUE
evt_003980,I'm volunteering at the shelter to help other survivors.,relationship_abuse,relationship,0.8,pride,FALSE,present,0.8,TRUE
evt_003981,She would make me account for every penny I spent.,relationship_abuse,relationship,0.2,frustration,FALSE,past,0.8,TRUE
evt_003982,I never thought I'd be the type of person this would happen to.,relationship_abuse,relationship,0.3,confusion,FALSE,past,0.7,TRUE
evt_003983,The children are finally comfortable talking about what they witnessed.,relationship_abuse,relationship,0.6,relief,FALSE,present,0.8,TRUE
evt_003984,He would time my trips to the grocery store and interrogate me if I was late.,relationship_abuse,relationship,0.2,anxiety,FALSE,past,0.8,TRUE
evt_003985,I'm learning that love shouldn't require me to lose myself.,relationship_abuse,relationship,0.7,hope,FALSE,present,0.8,TRUE
evt_003986,She would embarrass me in front of friends until they stopped inviting us.,relationship_abuse,relationship,0.2,shame,FALSE,past,0.8,TRUE
evt_003987,My lawyer says we have a strong case for full custody.,relationship_abuse,relationship,0.7,hope,FALSE,present,0.7,TRUE
evt_003988,I jumped when someone touched my shoulder gently at work.,relationship_abuse,relationship,0.3,anxiety,FALSE,past,0.8,TRUE
evt_003989,He would criticize everything I cooked until I stopped trying.,relationship_abuse,relationship,0.2,sadness,FALSE,past,0.8,TRUE
evt_003990,I'm finally able to make decisions without seeking permission first.,relationship_abuse,relationship,0.8,pride,FALSE,present,0.8,TRUE
evt_003991,She would take my car keys when she was angry to trap me at home.,relationship_abuse,relationship,0.1,anger,FALSE,past,0.9,TRUE
evt_003992,The hotline operator told me I wasn't crazy and that gave me strength.,relationship_abuse,relationship,0.7,relief,FALSE,past,0.8,TRUE
evt_003993,I'm still paying off debt from when he controlled our finances.,relationship_abuse,relationship,0.3,frustration,FALSE,present,0.8,TRUE
evt_003994,He would read my diary and use my private thoughts against me.,relationship_abuse,relationship,0.1,anger,FALSE,past,0.9,TRUE
evt_003995,I can finally wear the clothes I want without fear of criticism.,relationship_abuse,relationship,0.8,joy,FALSE,present,0.8,TRUE
evt_003996,She convinced me that my family hated me to isolate me further.,relationship_abuse,relationship,0.2,sadness,FALSE,past,0.8,TRUE
evt_003997,I'm proud of how far I've come in my healing journey.,relationship_abuse,relationship,0.8,pride,FALSE,present,0.8,TRUE
evt_003998,He would promise things would change but the pattern always repeated.,relationship_abuse,relationship,0.2,frustration,FALSE,past,0.8,TRUE
evt_003999,The restraining order expires next month and I'm terrified.,relationship_abuse,relationship,0.1,fear,FALSE,present,0.8,TRUE
evt_004000,I survived and that makes me stronger than I ever knew I could be.,relationship_abuse,relationship,0.9,pride,FALSE,present,0.9,TRUE
evt_004001,Doctor called this morning with my biopsy results. It's cancer. I'm still processing this.,diagnosed_with_cancer,health,0.2,shock,FALSE,present,1,TRUE
evt_004002,My mom was diagnosed with breast cancer yesterday. The whole family is devastated.,diagnosed_with_cancer,health,0.1,sadness,FALSE,past,1,TRUE
evt_004003,"Well, the universe decided to give me cancer at 28. Thanks for that cosmic joke.",diagnosed_with_cancer,health,0.3,anger,TRUE,past,1,TRUE
evt_004004,Stage 1 breast cancer. Caught it early. I'm going to beat this thing.,diagnosed_with_cancer,health,0.7,hope,FALSE,present,0.9,TRUE
evt_004005,They found leukemia in my blood work. I can't even wrap my head around this right now.,diagnosed_with_cancer,health,0.15,confusion,FALSE,past,1,TRUE
evt_004006,My daughter is only 6 and she has cancer. How is this fair?,diagnosed_with_cancer,health,0.05,anger,FALSE,present,1,TRUE
evt_004007,"Prostate cancer at 72. Dad's taking it surprisingly well, says he's lived a good life.",diagnosed_with_cancer,health,0.6,neutral,FALSE,present,1,TRUE
evt_004008,I knew something was wrong for months. Finally got diagnosed with ovarian cancer today.,diagnosed_with_cancer,health,0.4,relief,FALSE,past,1,TRUE
evt_004009,Cancer diagnosis at 19. My whole life just got turned upside down.,diagnosed_with_cancer,health,0.1,fear,FALSE,past,1,TRUE
evt_004010,The oncologist confirmed it's lung cancer. Twenty years of smoking finally caught up with me.,diagnosed_with_cancer,health,0.2,guilt,FALSE,past,1,TRUE
evt_004011,My wife got diagnosed with pancreatic cancer. We're both terrified but trying to stay strong.,diagnosed_with_cancer,health,0.3,fear,FALSE,past,1,TRUE
evt_004012,Just got off the phone with my doctor. Skin cancer. Melanoma. I'm scared.,diagnosed_with_cancer,health,0.15,fear,FALSE,present,1,TRUE
evt_004013,They think I might have colon cancer based on the tests. Still waiting for confirmation.,diagnosed_with_cancer,health,0.25,anxiety,FALSE,present,0.6,TRUE
evt_004014,Brain tumor. Malignant. Surgery scheduled for next week. One step at a time.,diagnosed_with_cancer,health,0.5,neutral,FALSE,present,1,TRUE
evt_004015,My partner just told me they have testicular cancer. I don't know how to help them.,diagnosed_with_cancer,health,0.2,confusion,FALSE,present,1,TRUE
evt_004016,Cervical cancer at 35. At least it's treatable if we caught it early enough.,diagnosed_with_cancer,health,0.6,hope,FALSE,present,0.8,TRUE
evt_004017,Got the call today. Lymphoma. I'm angry at everything and everyone right now.,diagnosed_with_cancer,health,0.1,anger,FALSE,past,1,TRUE
evt_004018,Breast cancer runs in my family. Now it's my turn. I was expecting this.,diagnosed_with_cancer,health,0.4,neutral,FALSE,present,1,TRUE
evt_004019,The doctor says I have kidney cancer but the prognosis is good. Feeling hopeful.,diagnosed_with_cancer,health,0.7,hope,FALSE,present,0.9,TRUE
evt_004020,My son called crying. Bone cancer. He's only 22. This isn't how it's supposed to be.,diagnosed_with_cancer,health,0.05,sadness,FALSE,past,1,TRUE
evt_004021,Thyroid cancer. Surgery next month. My family is being so supportive.,diagnosed_with_cancer,health,0.6,gratitude,FALSE,present,1,TRUE
evt_004022,Stage 4 liver cancer. The doctors are being honest about the timeline. I'm not ready.,diagnosed_with_cancer,health,0.1,fear,FALSE,present,1,TRUE
evt_004023,My grandmother has stomach cancer. She's 89 and says she's lived enough.,diagnosed_with_cancer,health,0.5,neutral,FALSE,present,1,TRUE
evt_004024,Bladder cancer diagnosis came out of nowhere. I'm 45 and thought I was healthy.,diagnosed_with_cancer,health,0.2,shock,FALSE,past,1,TRUE
evt_004025,My best friend just found out she has uterine cancer. I'm devastated for her.,diagnosed_with_cancer,health,0.15,sadness,FALSE,past,1,TRUE
evt_004026,Esophageal cancer. The irony is I've never smoked or drank heavily in my life.,diagnosed_with_cancer,health,0.3,resentment,FALSE,present,1,TRUE
evt_004027,My doctor thinks the lump is cancerous but we're doing more tests to be sure.,diagnosed_with_cancer,health,0.3,anxiety,FALSE,present,0.7,TRUE
evt_004028,Oral cancer from years of chewing tobacco. I have no one to blame but myself.,diagnosed_with_cancer,health,0.2,shame,FALSE,present,1,TRUE
evt_004029,My husband was diagnosed with leukemia today. We're going to fight this together.,diagnosed_with_cancer,health,0.6,hope,FALSE,past,1,TRUE
evt_004030,Gallbladder cancer. Never even knew that was a thing until last week.,diagnosed_with_cancer,health,0.3,confusion,FALSE,present,1,TRUE
evt_004031,They caught my prostate cancer early during routine screening. Grateful for that.,diagnosed_with_cancer,health,0.8,gratitude,FALSE,past,1,TRUE
evt_004032,My teenage daughter has cancer. I'm supposed to protect her from everything.,diagnosed_with_cancer,health,0.1,guilt,FALSE,present,1,TRUE
evt_004033,Pancreatic cancer diagnosis. The statistics are terrifying but I'm choosing hope.,diagnosed_with_cancer,health,0.5,hope,FALSE,present,0.8,TRUE
evt_004034,My coworker just told us she has breast cancer. The whole office is in shock.,diagnosed_with_cancer,health,0.2,shock,FALSE,past,1,TRUE
evt_004035,Sarcoma in my leg. Surgery and chemo ahead. At least I have a plan now.,diagnosed_with_cancer,health,0.6,relief,FALSE,present,1,TRUE
evt_004036,My brother was just diagnosed with brain cancer. This family can't catch a break.,diagnosed_with_cancer,health,0.15,frustration,FALSE,past,1,TRUE
evt_004037,Endometrial cancer at 52. The hysterectomy will end my dreams of having more kids.,diagnosed_with_cancer,health,0.2,sadness,FALSE,present,1,TRUE
evt_004038,My nephew is 8 and has ALL leukemia. Kids aren't supposed to go through this.,diagnosed_with_cancer,health,0.1,anger,FALSE,present,1,TRUE
evt_004039,Mesothelioma from asbestos exposure at work. The company knew and did nothing.,diagnosed_with_cancer,health,0.1,anger,FALSE,present,1,TRUE
evt_004040,My sister beat cancer once. Now it's back. I'm furious at the unfairness of it all.,diagnosed_with_cancer,health,0.1,anger,FALSE,present,1,TRUE
evt_004041,Just found out I have multiple myeloma. Still learning what that even means.,diagnosed_with_cancer,health,0.3,confusion,FALSE,past,1,TRUE
evt_004042,Ovarian cancer at 68. My grandmother had it too. Genetics are cruel sometimes.,diagnosed_with_cancer,health,0.3,resentment,FALSE,present,1,TRUE
evt_004043,My dad's lung cancer is terminal. We're making the most of whatever time we have left.,diagnosed_with_cancer,health,0.4,sadness,FALSE,present,1,TRUE
evt_004044,Hodgkin's lymphoma. The survival rates are actually pretty good these days.,diagnosed_with_cancer,health,0.7,hope,FALSE,present,0.9,TRUE
evt_004045,My friend texted me that she has cervical cancer. I don't know what to say back.,diagnosed_with_cancer,health,0.25,confusion,FALSE,present,1,TRUE
evt_004046,Rectal cancer. The treatment is going to be brutal but I'm ready to fight.,diagnosed_with_cancer,health,0.6,hope,FALSE,present,1,TRUE
evt_004047,My mom's breast cancer spread to her lymph nodes. We're all terrified.,diagnosed_with_cancer,health,0.1,fear,FALSE,past,1,TRUE
evt_004048,"Eye cancer. Losing my sight might be better than losing my life, I guess.",diagnosed_with_cancer,health,0.4,neutral,FALSE,present,0.8,TRUE
evt_004049,My partner was diagnosed with cancer today. I'm trying to be strong for them.,diagnosed_with_cancer,health,0.4,neutral,FALSE,past,1,TRUE
evt_004050,Throat cancer from HPV. Wish I'd known about the vaccine when I was younger.,diagnosed_with_cancer,health,0.3,resentment,FALSE,present,1,TRUE
evt_004051,My 3-year-old has brain cancer. This is every parent's worst nightmare.,diagnosed_with_cancer,health,0.05,fear,FALSE,present,1,TRUE
evt_004052,Small cell lung cancer. Aggressive but treatable. Taking it one day at a time.,diagnosed_with_cancer,health,0.5,neutral,FALSE,present,0.8,TRUE
evt_004053,My wife has ovarian cancer. I feel helpless watching her go through this.,diagnosed_with_cancer,health,0.2,sadness,FALSE,present,1,TRUE
evt_004054,Adrenal cancer. Never heard of it before but apparently it's rare and aggressive.,diagnosed_with_cancer,health,0.2,fear,FALSE,present,1,TRUE
evt_004055,My oncologist says my cancer is responding well to treatment. Feeling optimistic.,diagnosed_with_cancer,health,0.8,hope,FALSE,present,0.9,TRUE
evt_004056,My brother-in-law just got diagnosed with testicular cancer. He's only 25.,diagnosed_with_cancer,health,0.2,shock,FALSE,past,1,TRUE
evt_004057,Larynx cancer. Might lose my voice box but at least I'll be alive.,diagnosed_with_cancer,health,0.5,relief,FALSE,present,0.8,TRUE
evt_004058,My grandmother's skin cancer turned out to be melanoma. We're all worried sick.,diagnosed_with_cancer,health,0.15,anxiety,FALSE,past,1,TRUE
evt_004059,Bone marrow cancer. The treatment options are limited but I'm not giving up.,diagnosed_with_cancer,health,0.6,hope,FALSE,present,0.9,TRUE
evt_004060,My cousin has cancer. Third person in our family this year. What are the odds?,diagnosed_with_cancer,health,0.2,frustration,FALSE,present,1,TRUE
evt_004061,Penile cancer. Talk about hitting below the belt. Life has a sick sense of humor.,diagnosed_with_cancer,health,0.3,anger,TRUE,present,1,TRUE
evt_004062,My teenage son has Ewing's sarcoma. He's handling it better than I am.,diagnosed_with_cancer,health,0.4,pride,FALSE,present,1,TRUE
evt_004063,Stomach cancer runs in my family. Now it's caught up with me too.,diagnosed_with_cancer,health,0.3,neutral,FALSE,present,1,TRUE
evt_004064,My friend's daughter was diagnosed with leukemia. She's only 12 years old.,diagnosed_with_cancer,health,0.15,sadness,FALSE,past,1,TRUE
evt_004065,Vulvar cancer. The treatment plan sounds medieval but it might save my life.,diagnosed_with_cancer,health,0.4,hope,FALSE,present,0.7,TRUE
evt_004066,My stepfather has liver cancer from hepatitis C. Years of damage finally caught up.,diagnosed_with_cancer,health,0.25,sadness,FALSE,present,1,TRUE
evt_004067,Non-Hodgkin's lymphoma. The treatment starts Monday. Scared but ready.,diagnosed_with_cancer,health,0.5,anxiety,FALSE,present,1,TRUE
evt_004068,My aunt was just diagnosed with cancer. She's been like a mother to me.,diagnosed_with_cancer,health,0.2,sadness,FALSE,past,1,TRUE
evt_004069,Anal cancer. Not exactly the conversation starter I was hoping for at parties.,diagnosed_with_cancer,health,0.4,neutral,TRUE,present,1,TRUE
evt_004070,My spouse has brain cancer. We're researching every treatment option available.,diagnosed_with_cancer,health,0.5,hope,FALSE,present,1,TRUE
evt_004071,Spinal cord tumor. Malignant. Surgery could leave me paralyzed but might save my life.,diagnosed_with_cancer,health,0.3,fear,FALSE,present,0.8,TRUE
evt_004072,My colleague just told me she has breast cancer. Work feels so trivial right now.,diagnosed_with_cancer,health,0.3,sadness,FALSE,past,1,TRUE
evt_004073,"Carcinoid tumor in my intestines. At least it's slow-growing, doctor says.",diagnosed_with_cancer,health,0.6,relief,FALSE,present,0.9,TRUE
evt_004074,My father-in-law has prostate cancer. He's refusing treatment. We're all frustrated.,diagnosed_with_cancer,health,0.2,frustration,FALSE,present,1,TRUE
evt_004075,Basal cell carcinoma on my nose. It's cancer but supposedly the 'good' kind.,diagnosed_with_cancer,health,0.7,relief,FALSE,present,0.9,TRUE
evt_004076,My roommate was diagnosed with lymphoma yesterday. The whole house feels different now.,diagnosed_with_cancer,health,0.2,sadness,FALSE,past,1,TRUE
evt_004077,Fallopian tube cancer. Didn't even know that was possible until this week.,diagnosed_with_cancer,health,0.3,shock,FALSE,present,1,TRUE
evt_004078,My mentor has cancer. She's been my rock through everything. Now I want to be hers.,diagnosed_with_cancer,health,0.6,gratitude,FALSE,present,1,TRUE
evt_004079,Merkel cell carcinoma. Rare and aggressive. The doctors seem concerned.,diagnosed_with_cancer,health,0.2,fear,FALSE,present,0.9,TRUE
evt_004080,My ex-wife called to tell me she has cancer. We may be divorced but I still care.,diagnosed_with_cancer,health,0.4,sadness,FALSE,past,1,TRUE
evt_004081,Wilms tumor in my 4-year-old's kidney. The pediatric oncologist seems optimistic though.,diagnosed_with_cancer,health,0.6,hope,FALSE,present,0.8,TRUE
evt_004082,My brother has cancer and won't tell anyone what kind. We're all worried sick.,diagnosed_with_cancer,health,0.2,anxiety,FALSE,present,1,TRUE
evt_004083,Squamous cell carcinoma on my lip. Decades of sun damage finally caught up.,diagnosed_with_cancer,health,0.3,guilt,FALSE,past,1,TRUE
evt_004084,My neighbor just got diagnosed with cancer. She always seemed so healthy and active.,diagnosed_with_cancer,health,0.25,shock,FALSE,past,1,TRUE
evt_004085,Appendix cancer. The surgeon found it during what was supposed to be routine surgery.,diagnosed_with_cancer,health,0.4,shock,FALSE,past,1,TRUE
evt_004086,My youngest sister has cancer at 23. Life is so unfair sometimes.,diagnosed_with_cancer,health,0.1,anger,FALSE,present,1,TRUE
evt_004087,Duodenal cancer. Caught it during an endoscopy for stomach issues. Lucky timing.,diagnosed_with_cancer,health,0.7,relief,FALSE,past,1,TRUE
evt_004088,My teacher has brain cancer. The whole class is making get-well cards for her.,diagnosed_with_cancer,health,0.5,sadness,FALSE,present,1,TRUE
evt_004089,Retroperitoneal sarcoma. Tumor the size of a football in my abdomen. How did I miss that?,diagnosed_with_cancer,health,0.2,confusion,FALSE,present,1,TRUE
evt_004090,My ex-boyfriend has cancer. We may not be together but cancer doesn't discriminate.,diagnosed_with_cancer,health,0.3,sadness,FALSE,present,1,TRUE
evt_004091,Meningioma brain tumor. Benign but still needs surgery. At least it's not malignant.,diagnosed_with_cancer,health,0.6,relief,FALSE,present,0.9,TRUE
evt_004092,My coach was diagnosed with cancer. He's still planning to finish the season with us.,diagnosed_with_cancer,health,0.5,pride,FALSE,past,1,TRUE
evt_004093,Sebaceous carcinoma in my eyelid. Surgery will leave a scar but I'll still have my eye.,diagnosed_with_cancer,health,0.6,relief,FALSE,present,0.9,TRUE
evt_004094,My godmother has liver cancer. She raised me when my parents couldn't.,diagnosed_with_cancer,health,0.2,sadness,FALSE,present,1,TRUE
evt_004095,Chondrosarcoma in my pelvis. Rare bone cancer but the surgeon thinks it's operable.,diagnosed_with_cancer,health,0.6,hope,FALSE,present,0.8,TRUE
evt_004096,My childhood friend called crying. Breast cancer at 34. We're both in shock.,diagnosed_with_cancer,health,0.15,shock,FALSE,past,1,TRUE
evt_004097,Nasopharyngeal cancer. Treatment will affect my speech but I'm grateful it's treatable.,diagnosed_with_cancer,health,0.7,gratitude,FALSE,present,0.9,TRUE
evt_004098,My supervisor has cancer and is still coming to work every day. That's dedication.,diagnosed_with_cancer,health,0.6,pride,FALSE,present,1,TRUE
evt_004099,Parotid gland cancer. Surgery will leave facial paralysis but it might save my life.,diagnosed_with_cancer,health,0.4,fear,FALSE,present,0.7,TRUE
evt_004100,"My twin brother was diagnosed with cancer today. If it can happen to him, it can happen to anyone.",diagnosed_with_cancer,health,0.2,fear,FALSE,past,1,TRUE
evt_004101,Finally tested negative for COVID after three weeks. I can taste coffee again!,recovered_from_illness,health,0.8,joy,FALSE,present,1,TRUE
evt_004102,My mom is finally out of the hospital after her pneumonia. We're so relieved.,recovered_from_illness,health,0.9,relief,FALSE,present,1,TRUE
evt_004103,Beat the flu just in time for my birthday. Only took two weeks of my life.,recovered_from_illness,health,0.4,resentment,TRUE,past,1,TRUE
evt_004104,Six months cancer-free today. Still can't believe I made it through.,recovered_from_illness,health,0.8,gratitude,FALSE,present,1,TRUE
evt_004105,My daughter bounced back from her ear infection overnight. Kids are resilient.,recovered_from_illness,health,0.7,relief,FALSE,past,1,TRUE
evt_004106,Depression is finally lifting after months of therapy. I feel like myself again.,recovered_from_illness,health,0.9,joy,FALSE,present,0.9,TRUE
